num-generations,num-evaluations,time-elapsed,best-fitness,avg-fitness,num_features_mutation_strength,crossover-method,population-size,num-points,initialization,seed,population_size,crossover_method,num_points,generation_budget,time_spent
190,19100,1351.384929895401,69292,69573.21,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
191,19200,1353.5001859664917,69103,69473.48,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
192,19300,1355.6969995498657,69013,69338.05,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
193,19400,1357.7807207107544,68960,69216.7,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
194,19500,1359.8486759662628,68859,69086.82,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
195,19600,1361.8577024936676,68649,68939.25,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
196,19700,1363.952471256256,68259,68816.12,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
197,19800,1365.9917166233063,68179,68644.86,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
198,19900,1368.0003893375397,68042,68461.79,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
199,20000,1370.169013261795,67787,68286.71,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
200,20100,1372.4217913150787,67529,68062.73,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
201,20200,1374.4321150779724,67529,67812.93,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
202,20300,1376.457775592804,67361,67659.38,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
203,20400,1378.4296298027039,67361,67562.61,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
204,20500,1380.5164988040924,67261,67489.51,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
205,20600,1382.5584614276886,67261,67411.29,0.25,ONE_POINT,100,100,RANDOM,55,100,ONE_POINT,100,500,2099.135098695755
